assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,query_label,query_standard_type,units_hint,dataset
A,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,CHEMBL134194,Clearance,,56.0,Clearance,,56.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,CHEMBL129982,Clearance,,24.0,Clearance,,24.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,CHEMBL129982,Clearance,,19.0,Clearance,,19.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Nc1cccc(Cl)c1C(=O)NCC12CC3CC(CC(C3)C1)C2,CHEMBL131774,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Nc1cccc(Cl)c1C(=O)NCC12CC3CC(CC(C3)C1)C2,CHEMBL131774,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,CHEMBL424451,Clearance,,46.0,Clearance,,46.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,CHEMBL424451,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(CCC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,CHEMBL335466,Clearance,,5.0,Clearance,,5.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(CCC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,CHEMBL335466,Clearance,,21.0,Clearance,,21.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,CHEMBL341226,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,CHEMBL341226,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(Cl)ccc1Cl,CHEMBL131162,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O)ccc1Cl,CHEMBL130840,Clearance,,45.0,Clearance,,45.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O)ccc1Cl,CHEMBL130840,Clearance,,88.0,Clearance,,88.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(Cl)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,CHEMBL131241,Clearance,,45.0,Clearance,,45.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(Cl)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,CHEMBL131241,Clearance,,79.0,Clearance,,79.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,CHEMBL336619,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,CHEMBL441479,Clearance,,100.0,Clearance,,100.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,CHEMBL441479,Clearance,,33.0,Clearance,,33.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(Nc1ccc(C(=O)N2C[C@@H]3C4CCC(C4)N3Cc3ccccc32)c(Cl)c1)c1ccccc1-c1ccccc1,CHEMBL443498,Clearance,mg kg-1 uM-1 hr-1,1.2,Clearance,mg kg-1 uM-1 hr-1,1.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(Nc1ccc(C(=O)N2C[C@H]3C4CCC(C4)N3Cc3ccccc32)c(Cl)c1)c1ccccc1-c1ccccc1,CHEMBL319418,Clearance,mg kg-1 uM-1 hr-1,3.3,Clearance,mg kg-1 uM-1 hr-1,3.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ccc(-c2ccccc2C(=O)Nc2ccc(C(=O)N3C[C@@H]4C5CCC(C5)N4Cc4cc(Cl)ccc43)cc2)cc1,CHEMBL430841,Clearance,mg kg-1 uM-1 hr-1,2.1,Clearance,mg kg-1 uM-1 hr-1,2.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)C(=O)O,CHEMBL139051,Clearance,l hr-1,0.025,Clearance,l hr-1,0.025,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,Clearance,ul min-1,5.4,Clearance,ul min-1,5.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,Clearance,ul min-1,6.2,Clearance,ul min-1,6.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,Clearance,ul min-1,0.9,Clearance,ul min-1,0.9,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CHEMBL655,Clearance,ul min-1,16.7,Clearance,ul min-1,16.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CHEMBL655,Clearance,ul min-1,4.5,Clearance,ul min-1,4.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL113,Clearance,ul min-1,0.6,Clearance,ul min-1,0.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL113,Clearance,ul min-1,0.2,Clearance,ul min-1,0.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL113,Clearance,ul min-1,0.1,Clearance,ul min-1,0.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Clearance,ul min-1,21.0,Clearance,ul min-1,21.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Clearance,ul min-1,30.7,Clearance,ul min-1,30.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,Clearance,ul min-1,0.7,Clearance,ul min-1,0.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,Clearance,ul min-1,1.3,Clearance,ul min-1,1.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,Clearance,ul min-1,1.2,Clearance,ul min-1,1.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,Clearance,ul min-1,0.4,Clearance,ul min-1,0.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CHEMBL957,Clearance,ul min-1,1.3,Clearance,ul min-1,1.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CHEMBL957,Clearance,ul min-1,0.2,Clearance,ul min-1,0.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CHEMBL957,Clearance,ul min-1,0.2,Clearance,ul min-1,0.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,CHEMBL31601,Clearance,ul min-1,16.6,Clearance,ul min-1,16.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,CHEMBL31601,Clearance,ul min-1,19.5,Clearance,ul min-1,19.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CHEMBL580,Clearance,ul min-1,3.8,Clearance,ul min-1,3.8,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CHEMBL580,Clearance,ul min-1,18.1,Clearance,ul min-1,18.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CHEMBL580,Clearance,ul min-1,0.3,Clearance,ul min-1,0.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,Clearance,ul min-1,51.0,Clearance,ul min-1,51.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,Clearance,ul min-1,19.0,Clearance,ul min-1,19.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,Clearance,ul min-1,4.2,Clearance,ul min-1,4.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CHEMBL475534,Clearance,ul min-1,24.0,Clearance,ul min-1,24.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CHEMBL475534,Clearance,ul min-1,8.1,Clearance,ul min-1,8.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CHEMBL475534,Clearance,ul min-1,12.0,Clearance,ul min-1,12.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,Clearance,ul min-1,29.7,Clearance,ul min-1,29.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,Clearance,ul min-1,10.9,Clearance,ul min-1,10.9,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL517427,Clearance,ul min-1,13.3,Clearance,ul min-1,13.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL1355736,Clearance,ul min-1,0.2,Clearance,ul min-1,0.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL1355736,Clearance,ul min-1,0.2,Clearance,ul min-1,0.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL1355736,Clearance,ul min-1,0.1,Clearance,ul min-1,0.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,Clearance,ul min-1,27.0,Clearance,ul min-1,27.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,Clearance,ul min-1,16.0,Clearance,ul min-1,16.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,Clearance,ul min-1,7.3,Clearance,ul min-1,7.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL80,Clearance,ul min-1,54.6,Clearance,ul min-1,54.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL80,Clearance,ul min-1,32.1,Clearance,ul min-1,32.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL80,Clearance,ul min-1,16.7,Clearance,ul min-1,16.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL23,Clearance,ul min-1,43.6,Clearance,ul min-1,43.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL23,Clearance,ul min-1,2.7,Clearance,ul min-1,2.7,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL23,Clearance,ul min-1,1.9,Clearance,ul min-1,1.9,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324,Clearance,ul min-1,2.6,Clearance,ul min-1,2.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324,Clearance,ul min-1,1.4,Clearance,ul min-1,1.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324,Clearance,ul min-1,1.2,Clearance,ul min-1,1.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL277474,Clearance,ul min-1,0.4,Clearance,ul min-1,0.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL277474,Clearance,ul min-1,1.0,Clearance,ul min-1,1.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL277474,Clearance,ul min-1,0.1,Clearance,ul min-1,0.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,Clearance,ul min-1,29.0,Clearance,ul min-1,29.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,Clearance,ul min-1,14.2,Clearance,ul min-1,14.2,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,Clearance,ul min-1,7.5,Clearance,ul min-1,7.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C/C(=C\c1ccc(OCCN2CCOCC2)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,CHEMBL146506,Clearance,ul min-1,2.3,Clearance,ul min-1,2.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C/C(=C\c1ccc(OCCN2CCOCC2)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,CHEMBL146506,Clearance,ul min-1,1.0,Clearance,ul min-1,1.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,C/C(=C\c1ccc(OCCN2CCOCC2)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,CHEMBL146506,Clearance,ul min-1,2.0,Clearance,ul min-1,2.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC1(O)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL18040,Clearance,ml min-1,2.6,Clearance,ml min-1,2.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCSC(=N)Nc1ccc(C(F)(F)F)cc1.Cl,CHEMBL542855,Clearance,l kg-1,5.6,Clearance,l kg-1,5.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL563,Clearance,ml hr-1,13.9,Clearance,ml hr-1,13.9,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,CHEMBL264006,Clearance,ml hr-1,174.0,Clearance,ml hr-1,174.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,CHEMBL380778,Clearance,ml hr-1,148.0,Clearance,ml hr-1,148.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,CHEMBL197202,Clearance,ml hr-1,85.0,Clearance,ml hr-1,85.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1,CHEMBL194760,Clearance,ml hr-1,9.8,Clearance,ml hr-1,9.8,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,CHEMBL196246,Clearance,ml hr-1,0.52,Clearance,ml hr-1,0.52,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,CHEMBL196945,Clearance,ml hr-1,1.5,Clearance,ml hr-1,1.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,CHEMBL196946,Clearance,ml hr-1,113.6,Clearance,ml hr-1,113.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,CHEMBL372751,Clearance,ml hr-1,145.8,Clearance,ml hr-1,145.8,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1,CHEMBL193634,Clearance,ml hr-1,39.0,Clearance,ml hr-1,39.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,CHEMBL372846,Clearance,ml hr-1,109.0,Clearance,ml hr-1,109.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,CHEMBL427548,Clearance,ml hr-1,8.1,Clearance,ml hr-1,8.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,CHEMBL197140,Clearance,ml hr-1,70.5,Clearance,ml hr-1,70.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,CHEMBL382721,Clearance,ml hr-1,6.6,Clearance,ml hr-1,6.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,CHEMBL197305,Clearance,ml hr-1,3.1,Clearance,ml hr-1,3.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,CHEMBL382746,Clearance,ml hr-1,5.3,Clearance,ml hr-1,5.3,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,CHEMBL193900,Clearance,ml hr-1,193.0,Clearance,ml hr-1,193.0,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1noc(C)c1-c1cn2c(-c3ccc(O)cc3)cnc2cn1,CHEMBL4757884,Clearance,L/h/Kg,8.4,Clearance,L/h/Kg,8.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Oc1ccc(-c2cnc3cnc(C4=COCCC4)cn23)cc1,CHEMBL4745965,Clearance,L/h/Kg,10.6,Clearance,L/h/Kg,10.6,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Oc1ccc(-c2cnc3cnc(-c4cccc(C(F)(F)F)c4)cn23)c(F)c1,CHEMBL4758053,Clearance,L/h/Kg,10.1,Clearance,L/h/Kg,10.1,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Oc1ccc(-c2cnn3ccc(-c4cccc(C(F)(F)F)c4)cc23)c(F)c1,CHEMBL4747246,Clearance,L/h/Kg,9.5,Clearance,L/h/Kg,9.5,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(-c2c(C(C)C)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)cc1O,CHEMBL4746624,Clearance,L/h/Kg,4.75,Clearance,L/h/Kg,4.75,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CCc1nc2cnc(-c3cccc(C(F)(F)F)c3)cn2c1-c1ccc(O)cc1F,CHEMBL4781298,Clearance,L/h/Kg,3.49,Clearance,L/h/Kg,3.49,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Oc1cc(F)c(-c2cnc3cnc(-c4cccc(C(F)(F)F)c4)cn23)c(F)c1,CHEMBL4743467,Clearance,L/h/Kg,0.578,Clearance,L/h/Kg,0.578,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1ccc(O)cc1F,CHEMBL4751459,Clearance,L/h/Kg,2.91,Clearance,L/h/Kg,2.91,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Oc1ccc(-c2c(C(F)(F)F)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)c(F)c1,CHEMBL4755363,Clearance,L/h/Kg,2.47,Clearance,L/h/Kg,2.47,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(-c2c(C)nc3ccc(-c4cccc(C(F)(F)F)c4)cn23)cc1O,CHEMBL4764170,Clearance,L/h/Kg,9.48,Clearance,L/h/Kg,9.48,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(-c2c(C3CC3)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)cc1O,CHEMBL4798797,Clearance,L/h/Kg,6.46,Clearance,L/h/Kg,6.46,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,COc1ccc(-c2c(C(C)C)nc3cnc(-c4ccnc(N(C)C)c4)cn23)cc1O,CHEMBL4748653,Clearance,L/h/Kg,10.4,Clearance,L/h/Kg,10.4,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1nc2cnc(-c3cccc(C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F,CHEMBL4744740,Clearance,L/h/Kg,5.16,Clearance,L/h/Kg,5.16,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,Cc1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F,CHEMBL4799333,Clearance,L/h/Kg,0.613,Clearance,L/h/Kg,0.613,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)c1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F,CHEMBL4784780,Clearance,L/h/Kg,1.08,Clearance,L/h/Kg,1.08,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
A,CC(C)c1nc2cnc(-c3cccc(C(F)(F)F)c3)cn2c1-c1ccc2[nH]ncc2c1F,CHEMBL4750741,Clearance,L/h/Kg,0.549,Clearance,L/h/Kg,0.549,clearance,Clearance,(L/h|l/min|ml/min|uL/min),ChEMBL
