assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,query_label,query_standard_type,units_hint,dataset
A,Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,CHEMBL391581,Vdss,L.kg-1,0.4,Vdss,L/Kg,0.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,CHEMBL391870,Vdss,L.kg-1,1.1,Vdss,L/Kg,1.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1nc(CCC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,CHEMBL241052,Vdss,L.kg-1,0.3,Vdss,L/Kg,0.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1cc(C(C)CC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,CHEMBL391869,Vdss,L.kg-1,0.6,Vdss,L/Kg,0.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1cc(CC(C)C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,CHEMBL241050,Vdss,L.kg-1,1.5,Vdss,L/Kg,1.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1cc(CCC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,CHEMBL211505,Vdss,L.kg-1,0.2,Vdss,L/Kg,0.2,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,CHEMBL233054,Vdss,L.kg-1,5.1,Vdss,L/Kg,5.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc([C@@H]2CN(C)Cc3cc(OCCCN4CCOC[C@@H]4C)ccc32)cc1,CHEMBL395609,Vdss,L.kg-1,6.8,Vdss,L/Kg,6.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1,CHEMBL246955,Vdss,L.kg-1,5.1,Vdss,L/Kg,5.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,CHEMBL395368,Vdss,L.kg-1,9.6,Vdss,L/Kg,9.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCOc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,CHEMBL246127,Vdss,L.kg-1,15.5,Vdss,L/Kg,15.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,CHEMBL233054,Vdss,L.kg-1,19.9,Vdss,L/Kg,19.9,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,CHEMBL428749,Vdss,L.kg-1,2.6,Vdss,L/Kg,2.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCN(C)Cc1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,CHEMBL246945,Vdss,L.kg-1,12.8,Vdss,L/Kg,12.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CNCc1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,CHEMBL397124,Vdss,L.kg-1,21.5,Vdss,L/Kg,21.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)NC3CCN(c4ccccc4CN4CCC[C@H]4O)CC3)cc12,CHEMBL395823,Vdss,L.kg-1,5.4,Vdss,L/Kg,5.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)NC3CCN(c4ccccc4CN4CCCC4)CC3)cc12,CHEMBL246738,Vdss,L.kg-1,13.0,Vdss,L/Kg,13.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(C2CCN(c4ccccc4S(C)(=O)=O)CC2)CC3)cc1,CHEMBL392460,Vdss,L.kg-1,0.33,Vdss,L/Kg,0.33,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,CHEMBL176140,Vdss,L.kg-1,0.99,Vdss,L/Kg,0.99,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1.Cl,CHEMBL540115,Vdss,L.kg-1,2.6,Vdss,L/Kg,2.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,N#Cc1ccc(Nc2c(Nc3ccccc3Br)c(=O)c2=O)c(O)c1,CHEMBL239136,Vdss,L.kg-1,0.15,Vdss,L/Kg,0.15,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN1CCCN(C(=O)c2cccc(Nc3c(Nc4ccccc4)c(=O)c3=O)c2O)CC1.O=C(O)C(F)(F)F,CHEMBL240458,Vdss,L.kg-1,0.33,Vdss,L/Kg,0.33,volume_distribution,VDss,(L/kg|L),ChEMBL
A,O=C(c1cccc(Nc2c(Nc3ccccc3C(F)(F)F)c(=O)c2=O)c1O)N1CCCC1,CHEMBL399222,Vdss,L.kg-1,0.66,Vdss,L/Kg,0.66,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cl.O=c1c(Nc2ccccc2)c(Nc2ccc(Cl)c(S(=O)(=O)N3CCC(N4CCCCC4)CC3)c2O)c1=O,CHEMBL537883,Vdss,L.kg-1,0.24,Vdss,L/Kg,0.24,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN1CCCN(S(=O)(=O)c2c(Cl)ccc(Nc3c(Nc4ccccc4Cl)c(=O)c3=O)c2O)CC1.Cl,CHEMBL537441,Vdss,L.kg-1,0.31,Vdss,L/Kg,0.31,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN1CCCN(S(=O)(=O)c2c(Cl)ccc(Nc3c(Nc4ccccc4Br)c(=O)c3=O)c2O)CC1.Cl,CHEMBL556367,Vdss,L.kg-1,0.24,Vdss,L/Kg,0.24,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCc1ccccc1Nc1c(Nc2ccc(Cl)c(S(=O)(=O)N3CCN(CC)CC3)c2O)c(=O)c1=O.O=C(O)C(F)(F)F,CHEMBL238971,Vdss,L.kg-1,0.89,Vdss,L/Kg,0.89,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COCCNS(=O)(=O)c1c(Cl)ccc(Nc2c(Nc3ccccc3)c(=O)c2=O)c1O,CHEMBL391465,Vdss,L.kg-1,0.14,Vdss,L/Kg,0.14,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1ccccc1Nc1c(Nc2ccc(C)c(S(=O)(=O)N(C)C)c2O)c(=O)c1=O,CHEMBL239768,Vdss,L.kg-1,0.25,Vdss,L/Kg,0.25,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,CHEMBL404005,Vdss,L.kg-1,2.2,Vdss,L/Kg,2.2,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(F)cccc21,CHEMBL400729,Vdss,L.kg-1,0.23,Vdss,L/Kg,0.23,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,CHEMBL398610,Vdss,L.kg-1,1.1,Vdss,L/Kg,1.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2ccc(F)cc12,CHEMBL398301,Vdss,L.kg-1,1.1,Vdss,L/Kg,1.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCN(CCc1ccccc1)Cc1c(C)nc2n(-c3c(C)cc(C)cc3C)c3ncccc3n12,CHEMBL246501,Vdss,L.kg-1,0.48,Vdss,L/Kg,0.48,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc2nccc([C@@H]3CN(C4CCN(Cc5cc6ccccc6[nH]5)CC4)C(=O)O3)c2c1,CHEMBL245568,Vdss,L.kg-1,2.4,Vdss,L/Kg,2.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,NC1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)CC1c1cc(F)c(F)cc1F,CHEMBL245585,Vdss,L.kg-1,1.78,Vdss,L/Kg,1.78,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1,CHEMBL246530,Vdss,L.kg-1,1.15,Vdss,L/Kg,1.15,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1cccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1,CHEMBL428223,Vdss,L.kg-1,1.44,Vdss,L/Kg,1.44,volume_distribution,VDss,(L/kg|L),ChEMBL
A,NC1CN(c2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)ncn2)CC1c1cc(F)c(F)cc1F,CHEMBL246322,Vdss,L.kg-1,1.84,Vdss,L/Kg,1.84,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN(C)C(=O)c1cccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1,CHEMBL245781,Vdss,L.kg-1,1.77,Vdss,L/Kg,1.77,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1,CHEMBL246530,Vdss,L.kg-1,3.83,Vdss,L/Kg,3.83,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1,CHEMBL246530,Vdss,L.kg-1,4.01,Vdss,L/Kg,4.01,volume_distribution,VDss,(L/kg|L),ChEMBL
A,c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,CHEMBL392990,Vdss,L.kg-1,2.3,Vdss,L/Kg,2.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,c1ccc(-c2c(-c3ccc(OCCN4CCCCC4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1,CHEMBL393596,Vdss,L.kg-1,60.0,Vdss,L/Kg,60.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)N(CCOc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1)C(C)C,CHEMBL239590,Vdss,L.kg-1,1.22,Vdss,L/Kg,1.22,volume_distribution,VDss,(L/kg|L),ChEMBL
A,c1ccc(-c2c(-c3ccc(OCCn4ccnc4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1,CHEMBL240432,Vdss,L.kg-1,7.2,Vdss,L/Kg,7.2,volume_distribution,VDss,(L/kg|L),ChEMBL
A,c1ccc(-c2c(-c3ccc(OCCN4CCOCC4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1,CHEMBL240430,Vdss,L.kg-1,4.7,Vdss,L/Kg,4.7,volume_distribution,VDss,(L/kg|L),ChEMBL
A,c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,CHEMBL247272,Vdss,L.kg-1,2.767,Vdss,ml/kg,2767.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,CHEMBL246470,Vdss,L.kg-1,2.9,Vdss,L/Kg,2.9,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,CHEMBL246470,Vdss,L.kg-1,2.1,Vdss,L/Kg,2.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,CHEMBL246356,Vdss,L.kg-1,1.311,Vdss,ml/kg,1311.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O,CHEMBL220050,Vdss,L.kg-1,0.3,Vdss,L/Kg,0.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O,CHEMBL220050,Vdss,L.kg-1,0.4,Vdss,L/Kg,0.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,CHEMBL391640,Vdss,L.kg-1,0.4,Vdss,L/Kg,0.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)CCc2ccc(Cl)s2)C1=O,CHEMBL391737,Vdss,L.kg-1,0.8,Vdss,L/Kg,0.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,CHEMBL391640,Vdss,L.kg-1,0.3,Vdss,L/Kg,0.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)CCc2ccc(Cl)s2)C1=O,CHEMBL391737,Vdss,L.kg-1,0.5,Vdss,L/Kg,0.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,CHEMBL251541,Vdss,L.kg-1,3.0,Vdss,L/Kg,3.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,CHEMBL398126,Vdss,L.kg-1,0.52,Vdss,L/Kg,0.52,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1,CHEMBL251701,Vdss,L.kg-1,7.6,Vdss,L/Kg,7.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN1CCc2nc(C(=O)N[C@@H]3CCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1.Cl,CHEMBL556574,Vdss,L.kg-1,2.54,Vdss,L/Kg,2.54,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1.Cl,CHEMBL556396,Vdss,L.kg-1,2.22,Vdss,L/Kg,2.22,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,CHEMBL247798,Vdss,L.kg-1,0.24,Vdss,L/Kg,0.24,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,CHEMBL247250,Vdss,L.kg-1,0.151,Vdss,L/Kg,0.151,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,CHEMBL249317,Vdss,L.kg-1,0.3,Vdss,L/Kg,0.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,CHEMBL248676,Vdss,L.kg-1,0.7,Vdss,L/Kg,0.7,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,CHEMBL183460,Vdss,L.kg-1,4.4,Vdss,L/Kg,4.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCN1C(=O)COc2ccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21,CHEMBL246598,Vdss,L.kg-1,2.5,Vdss,L/Kg,2.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,CHEMBL246597,Vdss,L.kg-1,4.2,Vdss,L/Kg,4.2,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2,CHEMBL250982,Vdss,L.kg-1,2.5,Vdss,L/Kg,2.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCC(CC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2,CHEMBL250803,Vdss,L.kg-1,6.8,Vdss,L/Kg,6.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(OC)c(F)c1)CC2,CHEMBL250182,Vdss,L.kg-1,24.0,Vdss,L/Kg,24.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(C#N)cc1C)CC2,CHEMBL251386,Vdss,L.kg-1,17.0,Vdss,L/Kg,17.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,CHEMBL249336,Vdss,L.kg-1,0.89,Vdss,L/Kg,0.89,volume_distribution,VDss,(L/kg|L),ChEMBL
A,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,CHEMBL249336,Vdss,L.kg-1,2.8,Vdss,L/Kg,2.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[S@+]([O-])C[C@H]1[C@H]2CC[C@@]3(CC[C@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@@H]3C2)[C@@H]1O,CHEMBL2110350,Vdss,L.kg-1,0.33,Vdss,L/Kg,0.33,volume_distribution,VDss,(L/kg|L),ChEMBL
A,COC(=O)[C@@]1(C)CCC[C@@]2(C)[C@@H]3C[C@@H]4CC[C@@]3(CC[C@@H]21)[C@H](O)[C@H]4C[S+](C)[O-],CHEMBL393139,Vdss,L.kg-1,0.57,Vdss,L/Kg,0.57,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[S@@+]([O-])C[C@H]1[C@H]2CC[C@@]3(CC[C@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@@H]3C2)[C@@H]1O,CHEMBL2110263,Vdss,L.kg-1,0.33,Vdss,L/Kg,0.33,volume_distribution,VDss,(L/kg|L),ChEMBL
A,N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F,CHEMBL399887,Vdss,L.kg-1,6.5,Vdss,L/Kg,6.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(=O)O)[C@@H](O)[C@H]1O,CHEMBL250847,Vdss,L.kg-1,0.4,Vdss,L/Kg,0.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,CHEMBL250687,Vdss,L.kg-1,2.9,Vdss,L/Kg,2.9,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(N)=O)[C@@H](O)[C@H]3O)c2n1,CHEMBL266922,Vdss,L.kg-1,2.2,Vdss,L/Kg,2.2,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(=O)O)[C@@H](O)[C@H]3O)c2n1,CHEMBL251041,Vdss,L.kg-1,0.5,Vdss,L/Kg,0.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL401158,Vdss,L.kg-1,2.3,Vdss,L/Kg,2.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(N)=O)[C@@H](O)[C@H]1O,CHEMBL250848,Vdss,L.kg-1,1.6,Vdss,L/Kg,1.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,CHEMBL249790,Vdss,L.kg-1,2.1,Vdss,L/Kg,2.1,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CHEMBL398435,Vdss,L.kg-1,3.8,Vdss,L/Kg,3.8,volume_distribution,VDss,(L/kg|L),ChEMBL
A,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,CHEMBL249789,Vdss,L.kg-1,2.7,Vdss,L/Kg,2.7,volume_distribution,VDss,(L/kg|L),ChEMBL
A,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,CHEMBL249789,Vdss,L.kg-1,5.6,Vdss,L/Kg,5.6,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CHEMBL398435,Vdss,L.kg-1,3.0,Vdss,L/Kg,3.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,FC(F)(F)c1ccc(-c2[nH]c(N3CCN(c4ncccc4C(F)(F)F)CC3)nc2-c2ccccc2)cc1,CHEMBL246833,Vdss,L.kg-1,5.0,Vdss,L/Kg,5.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,C[C@@H]1CN(c2ncc(CO)cc2Cl)CCN1c1nc(-c2cc(F)c(F)c(F)c2)c(-c2ccc(C(F)(F)F)cc2)[nH]1,CHEMBL251094,Vdss,L.kg-1,5.4,Vdss,L/Kg,5.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Fc1cc(-c2nc(N3CCN(c4ncccc4C(F)(F)F)CC3)[nH]c2-c2ccc(C(F)(F)F)cc2)cc(F)c1F,CHEMBL401332,Vdss,L.kg-1,1.7,Vdss,L/Kg,1.7,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1,CHEMBL394052,Vdss,L.kg-1,3.049,Vdss,L/Kg,3.049,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1,CHEMBL394052,Vdss,L.kg-1,1.712,Vdss,L/Kg,1.712,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1,CHEMBL394052,Vdss,L.kg-1,1.71,Vdss,L/Kg,1.71,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1,CHEMBL394052,Vdss,L.kg-1,0.414,Vdss,L/Kg,0.414,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1,CHEMBL394052,Vdss,L.kg-1,0.4,Vdss,L/Kg,0.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL250202,Vdss,L.kg-1,8.0,Vdss,L/Kg,8.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1,CHEMBL250284,Vdss,L.kg-1,6.5,Vdss,L/Kg,6.5,volume_distribution,VDss,(L/kg|L),ChEMBL
A,Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F,CHEMBL400954,Vdss,L.kg-1,8.3,Vdss,L/Kg,8.3,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO,CHEMBL249928,Vdss,L.kg-1,0.7,Vdss,L/Kg,0.7,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO,CHEMBL249928,Vdss,L.kg-1,0.9,Vdss,L/Kg,0.9,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO,CHEMBL249928,Vdss,L.kg-1,1.0,Vdss,L/Kg,1.0,volume_distribution,VDss,(L/kg|L),ChEMBL
A,CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,CHEMBL206335,Vdss,L.kg-1,3.4,Vdss,L/Kg,3.4,volume_distribution,VDss,(L/kg|L),ChEMBL
A,NC(=O)c1cc(C(=O)N2CCc3cc(N4CCCCC4=O)ccc32)n(-c2ccc3onc(N)c3c2)n1,CHEMBL250560,Vdss,L.kg-1,0.2,Vdss,L/Kg,0.2,volume_distribution,VDss,(L/kg|L),ChEMBL
