canonical_smiles,fu,vd,clearance,source,split_original,chembl_id,priority
COc1ccc([C@H](Nc2cc(F)cc3[nH]c(=O)ccc23)[C@](O)(CO)C(F)(F)F)c(Cl)c1F,,,106.66499999999999,ChEMBL,,CHEMBL4648762,1
COc1ccc([C@H]2CC(=O)c3cc(OC)cc(OC)c32)cc1,,5.72,121.4,ChEMBL,,CHEMBL5178905,1
COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,,,110.0,ChEMBL,,CHEMBL3091538,1
COc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,,,530.0,ChEMBL,,CHEMBL5415653,1
COc1ccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,,,20.0,ChEMBL,,CHEMBL463277,1
COc1ccc([C@H]2[C@H](CF)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,,,8.6,ChEMBL,,CHEMBL4789173,1
COc1ccc([C@H]2[C@H](CF)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,23.8,ChEMBL,,CHEMBL5173584,1
COc1ccc([C@H]2[C@H](CO)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,23.8,ChEMBL,,CHEMBL5191612,1
COc1ccc([C@H]2[C@H](COC(=O)c3ccc(C(=O)NO)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O,,,18.1,ChEMBL,,CHEMBL5410666,1
COc1ccc([C@H]2[C@H](O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1F,,,14.2,ChEMBL,,CHEMBL4759508,1
COc1ccc([C@H]2[C@H](c3ccccc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1F,,,645.0,ChEMBL,,CHEMBL4784818,1
COc1ccc([C@](C)(CC(=O)O)NC(=O)[C@@H]2CCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,,,46.0,ChEMBL,,CHEMBL156644,1
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,0.0115999999999999,0.23,28.0,KEC+merged,train,,3
COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,0.2120999999999999,,,KEC,train,,3
COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1.CS(=O)(=O)O,0.58,,11.585,ChEMBL,,CHEMBL1951778,1
COc1ccc([C@]2(c3ccc(F)cc3)N=C(c3cc(C#N)ccn3)N[C@H]2C)cn1.Cl,,,44.0,ChEMBL,,CHEMBL506163,1
COc1ccc([C@]23c4ccccc4C(=O)N2CCN3C(=O)c2cc(F)c(F)c(F)c2)cc1C,0.013,,,ChEMBL,,CHEMBL3353291,1
COc1ccc([N+](=O)[O-])cc1CSc1nc(N)c2c3c(sc2n1)CC(C(C)(C)C)CC3,,,7.9,ChEMBL,,CHEMBL4166550,1
COc1ccc([S+](C)[O-])cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,,,581.0,ChEMBL,,CHEMBL4760393,1
COc1ccc2[nH]c(-c3n[nH]cc3Nc3ncnc4[nH]ccc34)nc2c1,,,79.9,ChEMBL,,CHEMBL5630952,1
COc1ccc2[nH]c(-c3nc(NCCCCN4CCCC4)c4ccccc4n3)c(C=O)c2c1,,40.7,55.185,ChEMBL,,CHEMBL4756544,1
COc1ccc2[nH]c(-c3nc(NCCN4CCCC4)c4ccccc4n3)c(C=O)c2c1,,,6.6,ChEMBL,,CHEMBL4750406,1
COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(=O)C5CC5)CC4)CC3)c(=O)c2c1,,,65.6,ChEMBL,,CHEMBL3422627,1
COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(C)=O)CC4)CC3)c(=O)c2c1,,,41.2,ChEMBL,,CHEMBL3422631,1
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)O)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,,,16.5,ChEMBL,,CHEMBL467066,1
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)C(=O)NCCc3c(-c4ccccc4)[nH]c4ccccc34)c2c1,,,300.0,ChEMBL,,CHEMBL412598,1
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)c3ncc(-c4ccccc4)[nH]3)c2c1,,,300.0,ChEMBL,,CHEMBL407959,1
COc1ccc2[nH]c(C)c(CCNCc3ccc(-c4ccc(O)cc4)o3)c2c1,,,183.6,ChEMBL,,CHEMBL4536315,1
COc1ccc2[nH]c(C3CCCN(C(=O)c4ccc(F)cc4)C3)cc2n1,0.815,,93.19,ChEMBL,,CHEMBL4443863,1
COc1ccc2[nH]c(SCC(C)(C)C)nc2c1,,,116.9,ChEMBL,,CHEMBL2018910,1
COc1ccc2[nH]c(SCC(C)C)nc2c1,,,650.1,ChEMBL,,CHEMBL2018909,1
COc1ccc2[nH]c(SCC3CC3)nc2c1,,,538.0,ChEMBL,,CHEMBL2018911,1
COc1ccc2[nH]c(SCC3CCCCC3)nc2c1,,,744.4,ChEMBL,,CHEMBL2018912,1
COc1ccc2[nH]c(SCCCC(=O)O)nc2c1,,,57.8,ChEMBL,,CHEMBL2018914,1
COc1ccc2[nH]c(SCCCO)nc2c1,,,185.3,ChEMBL,,CHEMBL2018913,1
COc1ccc2[nH]c(SCc3ccc(C(=O)O)cc3)nc2c1,,,859.8,ChEMBL,,CHEMBL2018922,1
COc1ccc2[nH]c(SCc3ccc(C(C)(C)C)cc3)nc2c1,,,420.5,ChEMBL,,CHEMBL2018918,1
COc1ccc2[nH]c(SCc3ccc(I)cc3)nc2c1,,,80.9,ChEMBL,,CHEMBL2018921,1
COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,,,424.4,ChEMBL,,CHEMBL2018926,1
COc1ccc2[nH]c(SCc3ccccc3)nc2c1,,,57.8,ChEMBL,,CHEMBL2018915,1
COc1ccc2[nH]c(SCc3ccccn3)nc2c1,,,261.2,ChEMBL,,CHEMBL2019022,1
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0.061,0.34,1.025,ChEMBL,,CHEMBL1503,1
COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,,,11.0,ChEMBL,,CHEMBL5397028,1
COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,,,29.0,ChEMBL,,CHEMBL2164688,1
COc1ccc2[nH]c3c(c2c1)C[C@H]1c2cc4c(cc2CCN1C3)OCO4,,,96.5,ChEMBL,,CHEMBL3892879,1
COc1ccc2[nH]cc(CCN(C)C)c2c1,,,43.6,ChEMBL,,CHEMBL7257,1
COc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)C(=O)O,,,115.0,ChEMBL,,CHEMBL1256920,1
COc1ccc2[nH]cc(CCN(C)Cc3ccc(-c4ccc(O)cc4)o3)c2c1,,,137.9,ChEMBL,,CHEMBL4458840,1
COc1ccc2[nH]cc(CCN3CCC3)c2c1,,,16.0,ChEMBL,,CHEMBL5078999,1
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,1.1,34.05,KEC+merged,val,,3
COc1ccc2[nH]cc(CCNCc3ccc(-c4ccc(O)cc4)o3)c2c1,,,63.4,ChEMBL,,CHEMBL4583082,1
COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1,,,172.0,ChEMBL,,CHEMBL3895270,1
COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1,,,229.0,ChEMBL,,CHEMBL3922326,1
COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(F)c4)cn3)c2c1,,,59.0,ChEMBL,,CHEMBL3898855,1
COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccccc4)cn3)c2c1,,,55.0,ChEMBL,,CHEMBL3943607,1
COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4ccccc4F)cn3)c2c1,,,97.0,ChEMBL,,CHEMBL3915925,1
COc1ccc2[nH]nc(CCN(C)C)c2c1,,,12.1,ChEMBL,,CHEMBL5405688,1
COc1ccc2c(-c3cccc(C#C[C@]4(O)CCN(C)C4=O)c3)nc(C(N)=O)n2c1,,,14.0,ChEMBL,,CHEMBL4205698,1
COc1ccc2c(-c3ccccc3)nn(-c3nc(C(=O)O)cs3)c2c1,,,196.0,ChEMBL,,CHEMBL3127159,1
COc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,0.001,,75.5,ChEMBL,,CHEMBL2023457,1
COc1ccc2c(-n3c(=O)n(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4ccccc43)noc2c1,,,7.3,ChEMBL,,CHEMBL1947146,1
COc1ccc2c(-n3c(=O)n(Cc4cc([C@@]5(C)OC(=O)NC5=O)ccc4Cl)c4ccccc43)noc2c1,,,29.7,ChEMBL,,CHEMBL1947147,1
COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4ccccc43)noc2c1,,,11.4,ChEMBL,,CHEMBL1947143,1
COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,,,5.5,ChEMBL,,CHEMBL1947144,1
COc1ccc2c(=O)c(Cl)c(-c3ccc(N4CCCCC4)cc3)[nH]c2c1,,,300.0,ChEMBL,,CHEMBL4097479,1
COc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(C)(=O)=O)nn(C)c34)c([C@H](Cc3cc(F)cc(F)c3)NC(=O)Cn3nc(C(F)F)c4c3C(F)(F)[C@@H]3C[C@H]43)nc2c1,,,8.3,ChEMBL,,CHEMBL5432884,1
COc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(C)(=O)=O)nn(C)c34)c([C@H](Cc3cc(F)cc(F)c3)NC(=O)Cn3nc(C(F)F)c4c3C(F)(F)[C@@H]3C[C@H]43)nc2c1F,,,11.0,ChEMBL,,CHEMBL5436943,1
COc1ccc2c(=O)n(C)c(CN(C)C)c(-c3ccccc3)c2c1,,,26.0,ChEMBL,,CHEMBL214742,1
COc1ccc2c(=O)n(CC(=O)N[C@@H](C)c3ccc(C)cc3)nnc2c1,,,437.0,ChEMBL,,CHEMBL4783071,1
COc1ccc2c(=O)n(C[C@H](O)CO)c(C#N)c(-c3ccccc3)c2c1,,1.6,48.0,ChEMBL,,CHEMBL216894,1
COc1ccc2c(C(=O)N3CCC(c4cc(F)ccc4F)(S(=O)(=O)c4ccc(Cl)cc4)CC3)c[nH]c2c1,,,84.0,ChEMBL,,CHEMBL2019000,1
COc1ccc2c(C(=O)N3CCC(c4cc(F)ccc4F)(S(=O)(=O)c4ccc(Cl)cc4)CC3)cn(C)c2c1,,,84.0,ChEMBL,,CHEMBL2019001,1
COc1ccc2c(C(=O)NCCO)nc(C#N)c(-c3ccccc3)c2c1,,0.8,12.0,ChEMBL,,CHEMBL214578,1
COc1ccc2c(C(=O)Nc3ccc(NC(=O)c4nn(C5CCN(C(=O)CC(C)(C)C#N)CC5)c5ccc(F)cc45)cc3Cl)cnn2c1,0.002,,,ChEMBL,,CHEMBL4445994,1
COc1ccc2c(C(=O)Nc3ccc(NC(=O)c4nn(C5CCN(C(=O)NC(C)(C)C)CC5)c5ccc(F)cc45)cc3Cl)cnn2c1,0.003,,,ChEMBL,,CHEMBL4537527,1
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,,1.6,0.525,ChEMBL,,CHEMBL364123,1
COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,0.1140999999999999,,,KEC,train,,3
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccc(Cl)c(Cl)c4)C3)nc2c1,,,59.0,ChEMBL,,CHEMBL250123,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccc(S(C)(=O)=O)cc4Cl)C3)nc2c1,,,269.0,ChEMBL,,CHEMBL398964,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccc5nsnc5c4)C3)nc2c1,,,227.0,ChEMBL,,CHEMBL249716,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1,,,64.0,ChEMBL,,CHEMBL250124,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)nc2c1,,,32.0,ChEMBL,,CHEMBL250516,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cn(C(=O)N(C)C)c5ccc(Cl)cc45)C3)nc2c1,,,52.0,ChEMBL,,CHEMBL249714,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cn(C)c5ccc(Br)cc45)C3)nc2c1,,,41.0,ChEMBL,,CHEMBL400799,1
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cncc5ccccc45)C3)nc2c1,,,500.0,ChEMBL,,CHEMBL250530,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5c(C#N)cccc45)C3)nc2c1,,,12.0,ChEMBL,,CHEMBL248863,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5c4ccc4cccnc45)C3)nc2c1,,,12.0,ChEMBL,,CHEMBL251702,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cc(C#N)ccc45)C3)nc2c1,,,12.0,ChEMBL,,CHEMBL248673,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccc(C#N)cc45)C3)nc2c1,0.0139,,12.0,KEC+merged,train,,3
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccc(OC(F)F)cc45)C3)nc2c1,,,12.0,ChEMBL,,CHEMBL399721,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccc(OCc6ccccc6)cc45)C3)nc2c1,,,26.0,ChEMBL,,CHEMBL399734,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)nc2c1,,,12.0,ChEMBL,,CHEMBL251290,1
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1,0.0262,7.6,17.5,KEC+merged+merged,train,,3
COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,0.4034,,,KEC,train,,3
COc1ccc2c(C)nc(NC(=N)N)nc2c1,0.2120999999999999,,,KEC,train,,3
COc1ccc2c(CN3CCC(F)(F)[C@H](CCc4ccc(F)cc4)C3)c[nH]c2c1,0.013499999999999998,,627.5,ChEMBL,,CHEMBL3961464,1
COc1ccc2c(CN3CCC(F)(F)[C@H](CCc4cccc(F)c4)C3)c[nH]c2c1,0.0025,,682.0,ChEMBL,,CHEMBL3944028,1
COc1ccc2c(CN3CCO[C@H](COc4ccccc4)C3)c[nH]c2c1,0.055999999999999994,,107.8,ChEMBL,,CHEMBL3792805,1
COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(-c3ccccc3)c2c1,,,5.8,ChEMBL,,CHEMBL310387,1
COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(-n3cncn3)c2c1,,,1.5,ChEMBL,,CHEMBL81364,1
COc1ccc2c(Cc3cccc(C(=O)O)n3)c(-c3ccccc3)nn2c1,,,6.12,ChEMBL,,CHEMBL4105205,1
COc1ccc2c(NC[C@H](O)CO)nc(C#N)c(-c3ccccc3)c2c1,,2.3,19.0,ChEMBL,,CHEMBL214876,1
COc1ccc2c(N[C@@H](C)Cc3cc(C)[nH]n3)ncnc2c1OC,0.225,,,ChEMBL,,CHEMBL4128481,1
COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,,,110.0,ChEMBL,,CHEMBL3116060,1
COc1ccc2c(Nc3n[nH]c(C)c3C)ccnc2c1,,,3.0,ChEMBL,,CHEMBL5595112,1
COc1ccc2c(O)cc(=O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c2c1,0.0010999999999999,,,KEC,train,,3
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-c3nc(C(C)C)cs3)nc2c1,,,154.9,ChEMBL,,CHEMBL3608490,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-c3nc(C(C)C)cs3)nc2c1Br,,,16.5,ChEMBL,,CHEMBL3609103,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-c3nc(C(C)C)cs3)nc2c1C,,,9.3,ChEMBL,,CHEMBL3609104,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-c3nc(C(C)C)cs3)nc2c1Cl,,9.23,21.39,ChEMBL,,CHEMBL3608494,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-n3ccc(C(C)C)n3)nc2c1C,,,21.0,ChEMBL,,CHEMBL3609105,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4(C)CC4)NC3=O)cc(-n3ccc(C(F)(F)F)n3)nc2c1C,,,14.4,ChEMBL,,CHEMBL3609110,1
COc1ccc2c(OCC[C@@H]3NC(=O)N(C)CCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4CC4)NC3=O)cc(-c3nc(C(C)C)cs3)nc2c1Cl,,,30.8,ChEMBL,,CHEMBL3608493,1
COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1C,,,364.1,ChEMBL,,CHEMBL3634390,1
COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1Cl,,,471.9,ChEMBL,,CHEMBL3634391,1
COc1ccc2c(OC[C@H](O)CO)nc(C#N)c(-c3ccccc3)c2c1,,1.7,13.0,ChEMBL,,CHEMBL383997,1
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,,0.152,156.0,ChEMBL,,CHEMBL494979,1
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,,0.38,122.0,ChEMBL,,CHEMBL496102,1
COc1ccc2c(O[C@@H]3C[C@@H](C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4C4CC4)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C(C)(C)C)C3)nc(OC)cc2c1,,,14.0,ChEMBL,,CHEMBL3933985,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,15.67,ChEMBL,,CHEMBL509105,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,,2.75,65.67,ChEMBL,,CHEMBL506682,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,,,9.833,ChEMBL,,CHEMBL506378,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(C)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,,,19.0,ChEMBL,,CHEMBL3120767,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5cnn(C)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,,,22.0,ChEMBL,,CHEMBL3120768,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCC(OC(=O)n5ccnc5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,53.7,ChEMBL,,CHEMBL2018154,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,,1.46,9.167,ChEMBL,,CHEMBL506515,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)nc(-c3ccc(F)cc3)nc2c1C,,,23.335,ChEMBL,,CHEMBL1171145,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)nc(-c3ccccc3)nc2c1C,,,26.0,ChEMBL,,CHEMBL1171144,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)C5(OC)CCC5)C(=O)N4C3)cc(-c3nc(C4CC4)cs3)nc2c1C,,,143.92,ChEMBL,,CHEMBL2208400,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)N5CC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,91.03,ChEMBL,,CHEMBL2036968,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)N5CCC5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,160.3,ChEMBL,,CHEMBL2036967,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)N5CCCCC5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,,83.4,ChEMBL,,CHEMBL2036972,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3nc(C4CC4)cs3)nc2c1C,,,45.6,ChEMBL,,CHEMBL2208374,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(CC(F)(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,,,16.0,ChEMBL,,CHEMBL3120765,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(CC(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,,,33.0,ChEMBL,,CHEMBL3120766,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,,4.5,27.5,ChEMBL,,CHEMBL498839,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)nc(-c3ccc(F)cc3)nc2c1C,,,7.6665,ChEMBL,,CHEMBL1171139,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)nc(-c3ccccc3)nc2c1C,,,14.25,ChEMBL,,CHEMBL1171138,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)nc(-c3ccncc3)nc2c1C,,,14.0,ChEMBL,,CHEMBL1171143,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3cccc(C(C)C)n3)nc2c1C,,0.7,14.665,ChEMBL,,CHEMBL507892,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3ccccc3)nc2c1,,,46.0,ChEMBL,,CHEMBL442986,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3csc(NC(C)C)n3)nc2c1,,,15.0,ChEMBL,,CHEMBL525983,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1,,,16.0,ChEMBL,,CHEMBL501625,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,,2.895,23.2085,ChEMBL,,CHEMBL501849,1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,,,9.0,ChEMBL,,CHEMBL502719,1
