canonical_smiles,fu,vd,clearance,source,split_original,chembl_id,priority
CC(=O)N[C@H]1CSCCC(=O)N2CN3CN(C2)C(=O)CCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(N)=O)CSCCC3=O,,,6.3,ChEMBL,,CHEMBL5570111,1
CC(=O)N[C@H]1CSCc2cc3cc(c2)CSC[C@@H](NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C2CCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](C)CN[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)O)CSC3,,,6.2,ChEMBL,,CHEMBL4094403,1
CC(=O)N[C@H]1CSCc2cc3cc(c2)CSC[C@H](C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CSC3)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC1=O,,,8.2,ChEMBL,,CHEMBL4059991,1
CC(=O)N[C@H]1CSCc2cc3cc(c2)CSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)O)CSC3,,,156.0,ChEMBL,,CHEMBL4093698,1
CC(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,,,130.0,ChEMBL,,CHEMBL5619966,1
CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCC(F)(F)F)NC(=O)[C@H](CC(C)C)NC1=O,,,25.2,ChEMBL,,CHEMBL5415666,1
CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCC(F)(F)F)NC(=O)[C@H](CCc2ccccc2)NC1=O,,,140.45,ChEMBL,,CHEMBL5180427,1
CC(=O)N[C@H]1Cc2cccc(c2)Oc2cccc(c2)C[C@@H](C(=O)NCc2ccc(C)cc2)NC(=O)[C@H](CCc2ccccc2)NC1=O,,,171.3,ChEMBL,,CHEMBL5197086,1
CC(=O)N[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,,,19.5,ChEMBL,,CHEMBL5192201,1
CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)[O-])c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,,0.83,,KEC,train,,3
CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)[O-])c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,,0.42,,KEC,train,,3
CC(=O)N[C@H]1[C@H](Oc2cccc(C(F)(F)F)c2-c2ccc(F)c(F)c2)O[C@H](CO)[C@H](O)[C@@H]1O,,,28.0,ChEMBL,,CHEMBL5573637,1
CC(=O)N[C@H]1[C@H](Oc2cccc(C(F)(F)F)c2-c2ccc(F)cc2)O[C@H](CO)[C@H](O)[C@@H]1O,,,13.6,ChEMBL,,CHEMBL5595953,1
CC(=O)N[C@H]1[C@H](Oc2cccc(C(F)(F)F)c2-c2cccc(NS(C)(=O)=O)c2)O[C@H](CO)[C@H](O)[C@@H]1O,,,57.0,ChEMBL,,CHEMBL4546725,1
CC(=O)N[C@H]1[C@H](Oc2cccc(C)c2-c2cccc(NS(=O)(=O)C3CC3)c2)O[C@H](CO)[C@H](O)[C@@H]1O,,,43.8,ChEMBL,,CHEMBL4572384,1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2cccc(F)c2)=C[C@@H]1NC(=N)N,,,5.833,ChEMBL,,CHEMBL2315323,1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,0.86,0.23,1.6,ChEMBL,,CHEMBL222813,1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccco1,,4.16,236.86,ChEMBL,,CHEMBL2041288,1
CC(=O)Nc1c(C(=O)C(C)(C)O)oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc12,,,5.0,ChEMBL,,CHEMBL1092168,1
CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12,,,12.0,ChEMBL,,CHEMBL204232,1
CC(=O)Nc1c(C)[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)ccc32)c1C,,,30.83,ChEMBL,,CHEMBL5595463,1
CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,0.33,,36.0,ChEMBL,,CHEMBL4636881,1
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,1.0,0.17,2.7,ChEMBL,,CHEMBL1736,1
CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,,0.17,,KEC,val,,3
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.0,0.26,1.7,ChEMBL,,CHEMBL1201220,1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,,0.26,,KEC,val,,3
CC(=O)Nc1cc(-c2[nH]c3cccnc3c2-c2cccc(C(F)F)n2)ccn1,0.09,,,ChEMBL,,CHEMBL4284170,1
CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)ccn1,0.7105,,,ChEMBL,,CHEMBL1773422,1
CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3ccccn23)nc(C)n1,,1.2,38.33,ChEMBL,,CHEMBL2172475,1
CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)nc(C)n1,,6.3,43.33,ChEMBL,,CHEMBL2172629,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cccnc4C)cn23)nc(C)n1,,1.7,10.0,ChEMBL,,CHEMBL2172477,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cnco4)cn23)nc(C)n1,,4.1,116.67,ChEMBL,,CHEMBL2172479,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cnn(C(C)C)c4)cn23)nc(C)n1,,2.1,8.333,ChEMBL,,CHEMBL2172478,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccccn23)nc(C)n1,,0.6,10.0,ChEMBL,,CHEMBL2172476,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3cccnn23)nc(C)n1,,0.8,18.33,ChEMBL,,CHEMBL2172474,1
CC(=O)Nc1cc(-c2cc(F)cc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,,,3.0,ChEMBL,,CHEMBL472460,1
CC(=O)Nc1cc(-c2cc(F)cc(O[C@@H]3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,,,3.0,ChEMBL,,CHEMBL469520,1
CC(=O)Nc1cc(-c2cc(F)cc(O[C@H]3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,,,3.0,ChEMBL,,CHEMBL511440,1
CC(=O)Nc1cc(-c2ccc(C#N)cc2C)n2ncnc2c1,,,17.5,ChEMBL,,CHEMBL4081861,1
CC(=O)Nc1cc(-c2ccc(N(C)C(=O)c3c(F)cccc3Cl)c(N3CC4CC4C3)c2)n(C(C)C)n1,0.0055,,,ChEMBL,,CHEMBL3598051,1
CC(=O)Nc1cc(-c2cccc(N(C)C)n2)nc(-n2nc(C)cc2C)n1,,,827.0,ChEMBL,,CHEMBL487572,1
CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1,,,136.5,ChEMBL,,CHEMBL521223,1
CC(=O)Nc1cc(-c2cccc(N3CCCOCC3)n2)nc(-n2nc(C)cc2C)n1,,,547.0,ChEMBL,,CHEMBL520036,1
CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,,,14.0,ChEMBL,,CHEMBL486162,1
CC(=O)Nc1cc(-c2cccc(N3CCOCC3)n2)nc(-n2nc(C)cc2C)n1,,,14.0,ChEMBL,,CHEMBL520229,1
CC(=O)Nc1cc(-c2cccc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,,,54.0,ChEMBL,,CHEMBL469324,1
CC(=O)Nc1cc(-c2cnc(N(C)C(=O)c3c(F)cccc3Cl)c(N3CCCCC3)c2)n(C(C)C)n1,0.0445,,,ChEMBL,,CHEMBL3598076,1
CC(=O)Nc1cc(-c2cncc(N3CCOCC3)c2)nc(-n2nc(C)cc2C)n1,,,81.0,ChEMBL,,CHEMBL521029,1
CC(=O)Nc1cc(-c2cncc(O)c2)nc(-n2nc(C)cc2C)n1,,,90.5,ChEMBL,,CHEMBL486130,1
CC(=O)Nc1cc(F)cc(-c2ccc3ncnc(N)c3c2)c1,,,7.3,ChEMBL,,CHEMBL3262591,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C,0.13,,36.0,ChEMBL,,CHEMBL2409178,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C1CC1,0.096,,19.0,ChEMBL,,CHEMBL2409179,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,0.09,,12.5,ChEMBL,,CHEMBL2409175,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C(C)C,0.04,,56.0,ChEMBL,,CHEMBL2409176,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C1CC1,0.02,,39.0,ChEMBL,,CHEMBL2409177,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1Cl,0.03,,22.0,ChEMBL,,CHEMBL2409174,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCCN(C)C,0.22,,4.0,ChEMBL,,CHEMBL3810318,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,0.39,,7.0,ChEMBL,,CHEMBL3103192,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C,0.26,,37.0,ChEMBL,,CHEMBL3103191,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN1CC(F)(F)C1,0.02,,,ChEMBL,,CHEMBL3809094,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN1CCOCC1,0.18,,135.0,ChEMBL,,CHEMBL3810020,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)C[C@@H](C)N,0.33,,3.0,ChEMBL,,CHEMBL3809024,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)C[C@H](C)N,0.36,,3.0,ChEMBL,,CHEMBL3809915,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CCC[C@@H](N(C)C)C1,0.11,,19.0,ChEMBL,,CHEMBL3808583,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CCC[C@@H](N)C1,0.2,,3.0,ChEMBL,,CHEMBL3808817,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CCC[C@H](N)C1,0.22,,3.0,ChEMBL,,CHEMBL3809526,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CCN(C)CC1,0.18,,4.0,ChEMBL,,CHEMBL3809764,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CC[C@@H](N)C1,0.32,,3.0,ChEMBL,,CHEMBL3809288,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CC[C@H](N(C)C)C1,0.29,,9.0,ChEMBL,,CHEMBL3808911,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N1CC[C@H](N)C1,0.31,,3.0,ChEMBL,,CHEMBL3810252,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1NCCCO,0.07,,21.0,ChEMBL,,CHEMBL3809011,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cnc1C,0.15,,50.0,ChEMBL,,CHEMBL2407112,1
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ncc1C,0.12,,4.0,ChEMBL,,CHEMBL2409180,1
CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)c(F)cc1C,0.043,,31.0,ChEMBL,,CHEMBL2409182,1
CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)ccc1C,0.024,,47.0,ChEMBL,,CHEMBL2409181,1
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)c(F)cc1C,0.26,,6.0,ChEMBL,,CHEMBL2409196,1
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)c(F)cc1C1CC1,0.21,,4.0,ChEMBL,,CHEMBL2409198,1
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1C,0.28,,17.0,ChEMBL,,CHEMBL2409195,1
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1C1CC1,0.2,,13.5,ChEMBL,,CHEMBL2409197,1
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1Cl,0.12,,4.0,ChEMBL,,CHEMBL2409194,1
CC(=O)Nc1cc(Nc2cc(Nc3ccn(C)n3)n3ncc(C#N)c3n2)ccc1C,0.12,,4.0,ChEMBL,,CHEMBL2409183,1
CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCN(C)C)n3)n3ncc(C#N)c3n2)ccc1C,,,80.0,ChEMBL,,CHEMBL2409188,1
CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCN4CCCC4)n3)n3ncc(C#N)c3n2)ccc1C,,,65.0,ChEMBL,,CHEMBL2409189,1
CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCN4CCOCC4)n3)n3ncc(C#N)c3n2)ccc1C,,,31.0,ChEMBL,,CHEMBL2409190,1
CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCO)n3)n3ncc(C#N)c3n2)ccc1C,,,17.0,ChEMBL,,CHEMBL2409186,1
CC(=O)Nc1cc(Nc2cc(Nc3cn(C)cn3)n3ncc(C#N)c3n2)ccc1C,0.21,,20.0,ChEMBL,,CHEMBL2409184,1
CC(=O)Nc1cc(Nc2cc(Nc3cn(CCN(C)C)cn3)n3ncc(C#N)c3n2)ccc1C,,,25.0,ChEMBL,,CHEMBL2409191,1
CC(=O)Nc1cc(Nc2cc(Nc3cn(CCN4CCCC4)cn3)n3ncc(C#N)c3n2)ccc1C,,,30.0,ChEMBL,,CHEMBL2409192,1
CC(=O)Nc1cc(Nc2cc(Nc3cn(CCN4CCOCC4)cn3)n3ncc(C#N)c3n2)ccc1C,,,63.0,ChEMBL,,CHEMBL2409193,1
CC(=O)Nc1cc(Nc2cc(Nc3cn(CCO)cn3)n3ncc(C#N)c3n2)ccc1C,,,43.0,ChEMBL,,CHEMBL2409187,1
CC(=O)Nc1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CCOCC3)c2)c1,,,71.0,ChEMBL,,CHEMBL5191668,1
CC(=O)Nc1cc(Oc2ccc(NC(=O)Cc3ccccc3C(F)(F)F)cc2)ncn1,,1.35,9.1685,ChEMBL,,CHEMBL5289631,1
CC(=O)Nc1cc(S(=O)(=O)Nc2ccc(F)cc2F)cc2c1N(CCc1ccccc1)CC2,,,101.0,ChEMBL,,CHEMBL3581716,1
CC(=O)Nc1cc2c(-c3cccc(S(=O)(=O)N(C)C)c3)c[nH]c2cn1,,,113.33,ChEMBL,,CHEMBL5396134,1
CC(=O)Nc1cc2c(-c3cccc(S(=O)(=O)N(C)C)c3)cn(C)c2cn1,,,140.0,ChEMBL,,CHEMBL5414765,1
CC(=O)Nc1cc2c(-c3cccc(S(=O)(=O)N(C)C)n3)cn(C)c2cn1,,,131.67,ChEMBL,,CHEMBL5394367,1
CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C,0.0209,,,KEC,train,,3
CC(=O)Nc1cc2ccc1Oc1ccc(cc1)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC2=O,,,260.0,ChEMBL,,CHEMBL5620010,1
CC(=O)Nc1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1,,,41.0,ChEMBL,,CHEMBL3589893,1
CC(=O)Nc1ccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(C)c(C)cc43)cc2)cc1,,2.8,94.0,ChEMBL,,CHEMBL449192,1
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.0676,,,KEC,test,,3
CC(=O)Nc1ccc(-c2nn(C)/c(=N/C3CCCC(O)C3)s2)cc1,,2.02,13.3,ChEMBL,,CHEMBL360171,1
CC(=O)Nc1ccc(-c2nn(C)/c(=N/C3CCCCC3)s2)cc1,,3.3,74.7,ChEMBL,,CHEMBL363097,1
CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,,6.9,12.0,ChEMBL,,CHEMBL235842,1
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,,,1.26,ChEMBL,,CHEMBL235191,1
CC(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,,2.38,,KEC,train,,3
CC(=O)Nc1ccc(C2=NNC(=O)C[C@H]2C)cc1,,2.38,2.0,ChEMBL,,CHEMBL340785,1
CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,,26.0,ChEMBL,,CHEMBL182878,1
CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,,,29.0,ChEMBL,,CHEMBL2010835,1
CC(=O)Nc1ccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)cc1,,,300.0,ChEMBL,,CHEMBL2177481,1
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,,,28.0,ChEMBL,,CHEMBL189181,1
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,,,75.0,ChEMBL,,CHEMBL185658,1
CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,0.1009,,12.0,KEC+merged,train,,3
CC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,,13.5,ChEMBL,,CHEMBL2332931,1
CC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,,,23.4,ChEMBL,,CHEMBL2332933,1
CC(=O)Nc1ccc(NC(=O)c2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)cn1,,1.382,15.37,ChEMBL,,CHEMBL487864,1
CC(=O)Nc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,,2.7,64.0,ChEMBL,,CHEMBL482576,1
CC(=O)Nc1ccc(Nc2cc(C)nc3c(-c4ccccc4)cnn23)cc1,0.0042,,,KEC,train,,3
CC(=O)Nc1ccc(Nc2nc(N)n(-c3ccccn3)n2)cc1,,,42.1,ChEMBL,,CHEMBL1835865,1
CC(=O)Nc1ccc(Nc2nc(Oc3c(Cl)cccc3C(F)(F)F)nc(-c3ccc(C(F)(F)F)cc3)n2)cc1,,,78.0,ChEMBL,,CHEMBL5394152,1
CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.0059999999999999,,,KEC,test,,3
CC(=O)Nc1ccc(Nc2ncc3ccc(-c4cnc5c(c4C)NCCO5)cc3n2)cc1C,,,85.0,ChEMBL,,CHEMBL5405626,1
CC(=O)Nc1ccc(Nc2ncc3ccc(-c4cnc5c(c4C)NCCO5)cc3n2)cc1C(F)(F)F,,,203.33,ChEMBL,,CHEMBL5400089,1
CC(=O)Nc1ccc(Nc2ncnc(NCCC(=O)OC(C)(C)C)n2)cc1,,,112.0,ChEMBL,,CHEMBL5180826,1
CC(=O)Nc1ccc(O)cc1,0.7336,1.0,10.8,KEC,train,,3
CC(=O)Nc1ccc(O)cc1OC[C@@H](N)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,,10.0,ChEMBL,,CHEMBL2332940,1
CC(=O)Nc1ccc(O)cc1OC[C@@H](N)CN1CCC2(CC1)Cc1cc(F)ccc1O2,,,10.0,ChEMBL,,CHEMBL2332941,1
CC(=O)Nc1ccc(O)cc1OC[C@@H](N)CN1CCC2(CC1)Cc1ccccc1O2,,,12.0,ChEMBL,,CHEMBL2332942,1
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,,9.0,ChEMBL,,CHEMBL2332935,1
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,,,6.5,ChEMBL,,CHEMBL2332936,1
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.01,,2.0,ChEMBL,,CHEMBL6995,1
CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,,0.42,2.7,ChEMBL,,CHEMBL125236,1
CC(=O)Nc1ccc(OS(=O)(=O)O)cc1,,,166.0,ChEMBL,,CHEMBL3544802,1
CC(=O)Nc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,,,130.0,ChEMBL,,CHEMBL1647,1
CC(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,,,766.67,ChEMBL,,CHEMBL3928793,1
CC(=O)Nc1ccc(Oc2sc(C(N)=O)c3c2-c2sncc2CC3)cn1,,,61.0,ChEMBL,,CHEMBL4086487,1
CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,,,19.6,ChEMBL,,CHEMBL3310854,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Oc3ccc(C#N)c(C(F)(F)F)c3)c(C#N)c2)cc1,,,0.9,ChEMBL,,CHEMBL4070470,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Oc3ccc(F)c(C(F)(F)F)c3)c(C#N)c2)cc1,,,5.1,ChEMBL,,CHEMBL4099132,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(F)cc2)cc1,,,14.5,ChEMBL,,CHEMBL516783,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(F)cn2)cc1,,,3.6,ChEMBL,,CHEMBL530549,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1,,,26.0,ChEMBL,,CHEMBL471371,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccn2)cc1,,,12.6,ChEMBL,,CHEMBL469875,1
CC(=O)Nc1ccc(Sc2nc(Cl)nc(Nc3ccc(OC(F)(F)F)cc3)n2)cc1,,,21.0,ChEMBL,,CHEMBL4855398,1
CC(=O)Nc1ccc(Sc2nc(Nc3cc(C)n[nH]3)c3ccccc3n2)cc1,,0.38,7.0,ChEMBL,,CHEMBL484950,1
CC(=O)Nc1ccc([C@@H](O)CNCCc2ccc(-c3ccc(C(=O)NS(C)(=O)=O)c(OC4CCCCC4)c3)cc2)cn1,,,8.9,ChEMBL,,CHEMBL559334,1
CC(=O)Nc1ccc2[nH]c(=O)n(C3CCC(C(C)(C)C)C3)c(=O)c2c1,,,31.0,ChEMBL,,CHEMBL4589150,1
CC(=O)Nc1ccc2[nH]c(=O)n(C3CCC(C)(C)CC3)c(=O)c2c1,,,3.7,ChEMBL,,CHEMBL4559254,1
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CCO[C@@H](C(C)(C)C)C3)c(=O)c2c1,,,16.0,ChEMBL,,CHEMBL4541538,1
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)(C)C)CC3)c(=O)c2c1,,,0.5,ChEMBL,,CHEMBL4437083,1
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)C)CC3)c(=O)c2c1,,,26.0,ChEMBL,,CHEMBL4544046,1
