container_name,parameter_name,default_value,min_value,max_value
LowerJejunum,Vf (phospholipid)-PT,0.0163,0.0,1.0
LowerJejunum,Vf (protein),0.08,0.0,1.0
LowerJejunum,Vf (protein)-WS,0.15,0.0,1.0
LowerJejunum,Vf (water),0.8,0.0,1.0
LowerJejunum,Vf (water)-PT,0.718,0.0,1.0
LowerJejunum,Vf (water)-WS,0.78,0.0,1.0
LowerJejunum,pH,6.9167,0.0,14.0
LowerJejunum,r1_p0,-0.0019411088,,
LowerJejunum,r1_p1,0.008680069,,
LowerJejunum,r2_p0,-0.0018117016,,
LowerJejunum,r2_p1,0.008101398,,
Lung,Acidic phospholipids [mg/g] - RR,3.91,0.0,1000.0
Lung,Albumin ratio (tissue/plasma),0.212,0.0,1.0
Lung,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Lung,Allometric scale factor,0.75,0.75,0.75
Lung,Density (tissue),1.0,0.0,
Lung,Flow fraction via large pores,0.05,0.0,1.0
Lung,Fluid recirculation flow proportionality factor,0.01,0.0,
Lung,Fraction interstitial,0.188,0.0,1.0
Lung,Fraction of blood for sampling,1.0,0.0,1.0
Lung,Hydraulic conductivity,5.66666666666667e-12,0.0,
Lung,Lipoprotein ratio (tissue/plasma),0.168,0.0,1.0
Lung,Lymph flow proportionality factor,3.56e-5,0.0,
Lung,Organ volume mouse,0.0001,0.0,
Lung,Radius (large pores),2.5e-7,0.0,
Lung,Radius (small pores),4.5e-8,0.0,
Lung,Vf (acidic phospholipids)-WS,0.0044,0.0,1.0
Lung,Vf (extracellular water)-RR,0.336,0.0,1.0
Lung,Vf (intracellular water)-RR,0.238,0.0,1.0
Lung,Vf (lipid),0.01,0.0,1.0
Lung,Vf (neutral lipid)-PT,0.003,0.0,1.0
Lung,Vf (neutral lipid)-RR,0.0215,0.0,1.0
Lung,Vf (neutral lipid)-WS,0.0204,0.0,1.0
Lung,Vf (neutral phospholipid)-RR,0.0123,0.0,1.0
Lung,"Vf (neutral phospholipid, plasma)-WS",0.0152,0.0,1.0
Lung,Vf (phospholipid)-PT,0.009,0.0,1.0
Lung,Vf (protein),0.183,0.0,1.0
Lung,Vf (protein)-WS,0.11,0.0,1.0
Lung,Vf (water),0.807,0.0,1.0
Lung,Vf (water)-PT,0.811,0.0,1.0
Lung,Vf (water)-WS,0.74,0.0,1.0
Muscle,Acidic phospholipids [mg/g] - RR,2.42,0.0,1000.0
Muscle,Albumin ratio (tissue/plasma),0.064,0.0,1.0
Muscle,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Muscle,Allometric scale factor,2.0,2.0,2.0
Muscle,Density (tissue),1.0,0.0,
Muscle,Flow fraction via large pores,0.05,0.0,1.0
Muscle,Fluid recirculation flow proportionality factor,0.292,0.0,
Muscle,Fraction of blood for sampling,1.0,0.0,1.0
Muscle,Fraction vascular,0.025,0.0,1.0
Muscle,Hydraulic conductivity,9.0e-12,0.0,
Muscle,Lipoprotein ratio (tissue/plasma),0.059,0.0,1.0
Muscle,Lymph flow proportionality factor,0.00201,0.0,
Muscle,Organ volume mouse,0.01,0.0,
Muscle,Peripheral blood flow fraction,0.287,0.0,1.0
Muscle,Radius (large pores),2.5e-7,0.0,
Muscle,Radius (small pores),4.5e-8,0.0,
Muscle,Vf (acidic phospholipids)-WS,0.0009,0.0,1.0
Myometrium,Acidic phospholipids [mg/g] - RR,0.0005,0.0,1000.0
Myometrium,Allometric scale factor,0.75,0.75,0.75
Myometrium,Density (tissue),1.0,0.0,
Myometrium,Fraction interstitial,0.352,0.0,1.0
Myometrium,Fraction vascular,0.08,0.0,1.0
Myometrium,Vf (acidic phospholipids)-WS,0.455,0.0,1.0
Myometrium,Vf (extracellular water)-RR,0.422,0.0,1.0
Myometrium,Vf (intracellular water)-RR,0.403,0.0,1.0
Myometrium,Vf (lipid),0.012,0.0,1.0
Myometrium,Vf (neutral lipid)-PT,0.002,0.0,1.0
Myometrium,Vf (neutral lipid)-RR,0.002,0.0,1.0
Myometrium,Vf (neutral lipid)-WS,0.002,0.0,1.0
Myometrium,Vf (neutral phospholipid)-RR,0.009,0.0,1.0
Myometrium,"Vf (neutral phospholipid, plasma)-WS",0.009,0.0,1.0
Myometrium,Vf (phospholipid)-PT,0.01,0.0,1.0
Myometrium,Vf (protein),0.163,0.0,1.0
Myometrium,Vf (protein)-WS,0.163,0.0,1.0
Myometrium,Vf (water),0.825,0.0,1.0
Myometrium,Vf (water)-PT,0.825,0.0,1.0
Myometrium,Vf (water)-WS,0.825,0.0,1.0
Organism,Acidic phospholipids (blood cells) [mg/g] - RR,0.57,0.0,1000.0
Organism,Age,30.0,0.0,100.0
Organism,Fraction endosomal (global),0.2,0.0,1.0
Organism,Fraction of endosomal uptake from plasma (global),1.0,0.0,1.0
Organism,Fraction recycled to plasma (global),1.0,0.0,1.0
Organism,Gestational age,32.0,24.0,40.0
Organism,Height,17.6,0.0,25.0
Organism,Na,6.022e17,6.022e17,6.022e17
Organism,Plasma protein scale factor,1.0,0.0,
Organism,Protein ratio (interstial/plasma),0.37,0.0,1.0
Organism,R*T,928.8,928.8,928.8
Organism,Rate constant for endosomal uptake (global),0.294,0.0,
Organism,Rate constant for recycling from endosomal space (global),0.0888,0.0,
Organism,Scaling exponent for fluid recirculation flow rate,0.667,0.0,
Organism,Surface/Volume ratio (blood cells),167000.0,167000.0,167000.0
Organism,Thickness (endothelium),3.0e-6,1.0e-21,
Organism,"Vf (acidic phospholipids, blood cells)-WS",0.001,0.0,1.0
Organism,"Vf (intracellular water, blood cells)-RR",0.63,0.0,1.0
Organism,"Vf (lipid, blood cells)",0.005,0.0,1.0
Organism,"Vf (lipid, plasma)",0.007,0.0,1.0
Organism,"Vf (neutral lipid, blood cells)-RR",0.0012,0.0,1.0
Organism,"Vf (neutral lipid, blood cells)-WS",0.003,0.0,1.0
Organism,"Vf (neutral lipid, plasma)-PT",0.0035,0.0,1.0
Organism,"Vf (neutral lipid, plasma)-RR",0.0032,0.0,1.0
Organism,"Vf (neutral phospholipid, blood cells)-RR",0.0033,0.0,1.0
Organism,"Vf (neutral phospholipid, blood cells)-WS",0.0059,0.0,1.0
Organism,"Vf (neutral phospholipid, plasma)-RR",0.0021,0.0,1.0
Organism,"Vf (phospholipid, plasma)-PT",0.00225,0.0,1.0
Organism,"Vf (protein,blood cells)",0.325,0.0,1.0
Organism,"Vf (protein,plasma)",0.067,0.0,1.0
Organism,"Vf (water,blood cells)",0.625,0.0,1.0
Organism,"Vf (water,interstitial)",0.935,0.0,1.0
Organism,"Vf (water,plasma)",0.926,0.0,1.0
Organism,"Vf (water,plasma)-PT",0.945,0.0,1.0
Organism,pH (blood cells),7.22,0.0,14.0
Organism,pH (interstitial),7.4,0.0,14.0
Organism,pH (intracellular),7.0,0.0,14.0
Organism,pH (plasma),7.4,0.0,14.0
Pancreas,Acidic phospholipids [mg/g] - RR,1.67,0.0,1000.0
Pancreas,Albumin ratio (tissue/plasma),0.06,0.0,1.0
Pancreas,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Pancreas,Allometric scale factor,0.75,0.75,0.75
Pancreas,Density (tissue),1.0,0.0,
Pancreas,Flow fraction via large pores,0.05,0.0,1.0
Pancreas,Fluid recirculation flow proportionality factor,0.01,0.0,
Pancreas,Fraction interstitial,0.12,0.0,1.0
Pancreas,Fraction of blood for sampling,1.0,0.0,1.0
Pancreas,Fraction vascular,0.2,0.0,1.0
Pancreas,Hydraulic conductivity,3.22222222222222e-11,0.0,
Pancreas,Lipoprotein ratio (tissue/plasma),0.06,0.0,1.0
Pancreas,Lymph flow proportionality factor,0.0303,0.0,
Pancreas,Organ volume mouse,0.00013,0.0,
Pancreas,Radius (large pores),2.5e-7,0.0,
Pancreas,Radius (small pores),4.5e-8,0.0,
Pancreas,Vf (acidic phospholipids)-WS,0.00167,0.0,1.0
Pancreas,Vf (extracellular water)-RR,0.12,0.0,1.0
Pancreas,Vf (intracellular water)-RR,0.521,0.0,1.0
Pancreas,Vf (lipid),0.08,0.0,1.0
Pancreas,Vf (neutral lipid)-PT,0.0403,0.0,1.0
Pancreas,Vf (neutral lipid)-RR,0.0403,0.0,1.0
Pancreas,Vf (neutral lipid)-WS,0.0403,0.0,1.0
Pancreas,Vf (neutral phospholipid)-RR,0.009,0.0,1.0
Pancreas,"Vf (neutral phospholipid, plasma)-WS",0.009,0.0,1.0
Pancreas,Vf (phospholipid)-PT,0.01067,0.0,1.0
Pancreas,Vf (protein),0.13,0.0,1.0
Pancreas,Vf (protein)-WS,0.13,0.0,1.0
Pancreas,Vf (water),0.71,0.0,1.0
Pancreas,Vf (water)-PT,0.71,0.0,1.0
Pancreas,Vf (water)-WS,0.71,0.0,1.0
PlacentaFetal,Acidic phospholipids [mg/g] - RR,0.831,0.0,1000.0
PlacentaFetal,Allometric scale factor,0.75,0.75,0.75
PlacentaFetal,Density (tissue),1.0,0.0,
PlacentaFetal,Fraction interstitial,0.426,0.0,1.0
PlacentaFetal,Fraction vascular,0.168,0.0,1.0
PlacentaFetal,Vf (acidic phospholipids)-WS,0.001,0.0,1.0
PlacentaFetal,Vf (extracellular water)-RR,0.432,0.0,1.0
PlacentaFetal,Vf (intracellular water)-RR,0.388,0.0,1.0
PlacentaFetal,Vf (lipid),0.006,0.0,1.0
PlacentaFetal,Vf (neutral lipid)-PT,0.001,0.0,1.0
PlacentaFetal,Vf (neutral lipid)-RR,0.001,0.0,1.0
PlacentaFetal,Vf (neutral lipid)-WS,0.001,0.0,1.0
PlacentaFetal,Vf (neutral phospholipid)-RR,0.004,0.0,1.0
PlacentaFetal,"Vf (neutral phospholipid, plasma)-WS",0.004,0.0,1.0
PlacentaFetal,Vf (phospholipid)-PT,0.005,0.0,1.0
PlacentaFetal,Vf (protein),0.11,0.0,1.0
PlacentaFetal,Vf (protein)-WS,0.11,0.0,1.0
PlacentaFetal,Vf (water),0.82,0.0,1.0
PlacentaFetal,Vf (water)-PT,0.82,0.0,1.0
PlacentaFetal,Vf (water)-WS,0.82,0.0,1.0
PlacentaMaternal,Acidic phospholipids [mg/g] - RR,0.831,0.0,1000.0
PlacentaMaternal,Allometric scale factor,0.75,0.75,0.75
PlacentaMaternal,Density (tissue),1.0,0.0,
PlacentaMaternal,Fraction interstitial,0.09,0.0,1.0
PlacentaMaternal,Fraction vascular,0.674,0.0,1.0
PlacentaMaternal,Vf (acidic phospholipids)-WS,0.001,0.0,1.0
PlacentaMaternal,Vf (extracellular water)-RR,0.432,0.0,1.0
PlacentaMaternal,Vf (intracellular water)-RR,0.388,0.0,1.0
PlacentaMaternal,Vf (lipid),0.006,0.0,1.0
PlacentaMaternal,Vf (neutral lipid)-PT,0.001,0.0,1.0
PlacentaMaternal,Vf (neutral lipid)-RR,0.001,0.0,1.0
PlacentaMaternal,Vf (neutral lipid)-WS,0.001,0.0,1.0
PlacentaMaternal,Vf (neutral phospholipid)-RR,0.004,0.0,1.0
PlacentaMaternal,"Vf (neutral phospholipid, plasma)-WS",0.004,0.0,1.0
PlacentaMaternal,Vf (phospholipid)-PT,0.005,0.0,1.0
PlacentaMaternal,Vf (protein),0.11,0.0,1.0
PlacentaMaternal,Vf (protein)-WS,0.11,0.0,1.0
PlacentaMaternal,Vf (water),0.82,0.0,1.0
PlacentaMaternal,Vf (water)-PT,0.82,0.0,1.0
PlacentaMaternal,Vf (water)-WS,0.82,0.0,1.0
Plasma,Start concentration of free endogenous IgG (plasma),70.0,0.0,
PortalVein,Allometric scale factor,0.75,0.75,0.75
PortalVein,Density (tissue),1.0,0.0,
PortalVein,Fraction vascular,1.0,0.0,1.0
Rectum,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
Rectum,Albumin ratio (tissue/plasma),0.158,0.0,1.0
Rectum,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Rectum,Density (tissue),1.0,0.0,
Rectum,Effective surface area enhancement factor,3.56,0.0,
Rectum,Flow fraction via large pores,0.05,0.0,1.0
Rectum,Fraction interstitial,0.69,0.0,1.0
Rectum,Fraction mucosa,0.3,0.0,1.0
Rectum,Fraction of blood for sampling,1.0,0.0,1.0
Rectum,Fraction of regional blood flow rate,0.055,0.0,
Rectum,Fraction vascular,0.08,0.0,1.0
Rectum,Fractional steady state fill level,0.0060009,0.0,
Rectum,Hydraulic conductivity,1.86944444444444e-10,0.0,
Rectum,Intestinal transit rate,315.618,0.0,
Rectum,L_p0,0.1569046761,,
Rectum,L_p1,0.052420808,,
Rectum,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
Rectum,Microvilli factor,1.0,0.0,
Rectum,Radius (large pores),2.5e-7,0.0,
Rectum,Radius (small pores),4.5e-8,0.0,
Rectum,Thickness_p1,-0.00665,,
Rectum,Thickness_p2,0.0324721331,,
Rectum,Thickness_p3,-0.10014267,,
Rectum,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
Rectum,Vf (extracellular water)-RR,0.282,0.0,1.0
Rectum,Vf (intracellular water)-RR,0.456,0.0,1.0
Rectum,Vf (lipid),0.06,0.0,1.0
Rectum,Vf (neutral lipid)-PT,0.0487,0.0,1.0
Rectum,Vf (neutral lipid)-RR,0.0375,0.0,1.0
Rectum,Vf (neutral lipid)-WS,0.0483,0.0,1.0
Rectum,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
Rectum,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
Rectum,Vf (phospholipid)-PT,0.0163,0.0,1.0
Rectum,Vf (protein),0.08,0.0,1.0
Rectum,Vf (protein)-WS,0.15,0.0,1.0
Rectum,Vf (water),0.8,0.0,1.0
Rectum,Vf (water)-PT,0.718,0.0,1.0
Rectum,Vf (water)-WS,0.78,0.0,1.0
Rectum,pH,6.6,0.0,14.0
Rectum,r1_p0,0.0384322177,,
Rectum,r1_p1,0.008955843,,
Rectum,r2_p0,0.0240201361,,
Rectum,r2_p1,0.005597402,,
Saliva,Density (tissue),1.0,0.0,
Saliva,Saliva flow rate,0.001,0.0001,0.01
Saliva,pH (saliva),7.4,0.0,14.0
Skin,Acidic phospholipids [mg/g] - RR,1.32,0.0,1000.0
Skin,Albumin ratio (tissue/plasma),0.277,0.0,1.0
Skin,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Skin,Allometric scale factor,1.6,1.6,1.6
Skin,Density (tissue),1.0,0.0,
Skin,Flow fraction via large pores,0.05,0.0,1.0
Skin,Fluid recirculation flow proportionality factor,0.617,0.0,
Skin,Fraction interstitial,0.302,0.0,1.0
Skin,Fraction of blood for sampling,1.0,0.0,1.0
Skin,Fraction vascular,0.046,0.0,1.0
Skin,Hydraulic conductivity,1.94722e-11,0.0,
Skin,Lipoprotein ratio (tissue/plasma),0.096,0.0,1.0
Skin,Lymph flow proportionality factor,0.00352,0.0,
Skin,Organ volume mouse,0.0029,0.0,
Skin,Peripheral blood flow fraction,0.713,0.0,1.0
Skin,Radius (large pores),2.5e-7,0.0,
Skin,Radius (small pores),4.5e-8,0.0,
Skin,Vf (acidic phospholipids)-WS,0.0028,0.0,1.0
Skin,Vf (extracellular water)-RR,0.382,0.0,1.0
Skin,Vf (intracellular water)-RR,0.276,0.0,1.0
Skin,Vf (lipid),0.1,0.0,1.0
Skin,Vf (neutral lipid)-PT,0.0284,0.0,1.0
Skin,Vf (neutral lipid)-RR,0.0603,0.0,1.0
Skin,Vf (neutral lipid)-WS,0.126,0.0,1.0
Skin,Vf (neutral phospholipid)-RR,0.0044,0.0,1.0
Skin,"Vf (neutral phospholipid, plasma)-WS",0.0112,0.0,1.0
Skin,Vf (phospholipid)-PT,0.0111,0.0,1.0
Skin,Vf (protein),0.288,0.0,1.0
Skin,Vf (protein)-WS,0.41,0.0,1.0
Skin,Vf (water),0.612,0.0,1.0
Skin,Vf (water)-PT,0.718,0.0,1.0
Skin,Vf (water)-WS,0.47,0.0,1.0
SmallIntestine,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
SmallIntestine,Albumin ratio (tissue/plasma),0.158,0.0,1.0
SmallIntestine,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
SmallIntestine,Allometric scale factor,0.75,0.75,0.75
SmallIntestine,Density (tissue),1.0,0.0,
SmallIntestine,Flow fraction via large pores,0.05,0.0,1.0
SmallIntestine,Fluid recirculation flow proportionality factor,0.179,0.0,
SmallIntestine,Fraction interstitial,0.094,0.0,1.0
SmallIntestine,Fraction of blood for sampling,1.0,0.0,1.0
SmallIntestine,Fraction vascular,0.024,0.0,1.0
SmallIntestine,Hydraulic conductivity,1.53888888888889e-10,0.0,
SmallIntestine,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
SmallIntestine,Lymph flow proportionality factor,0.00195,0.0,
SmallIntestine,Mucosa blood flow fraction,0.75,0.0,
SmallIntestine,Organ volume mouse,0.001406,0.0,
SmallIntestine,Radius (large pores),2.5e-7,0.0,
SmallIntestine,Radius (small pores),4.5e-8,0.0,
SmallIntestine,Small intestinal transit time,126.0,27.2,1200.0
SmallIntestine,Small intestinal transit time factor intercept,-4.52,,
SmallIntestine,Small intestinal transit time factor slope,0.602,,
SmallIntestine,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
SmallIntestine,Vf (extracellular water)-RR,0.282,0.0,1.0
SmallIntestine,Vf (intracellular water)-RR,0.456,0.0,1.0
SmallIntestine,Vf (lipid),0.062,0.0,1.0
SmallIntestine,Vf (neutral lipid)-PT,0.0487,0.0,1.0
SmallIntestine,Vf (neutral lipid)-RR,0.0375,0.0,1.0
SmallIntestine,Vf (neutral lipid)-WS,0.0483,0.0,1.0
SmallIntestine,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
SmallIntestine,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
SmallIntestine,Vf (phospholipid)-PT,0.0163,0.0,1.0
SmallIntestine,Vf (protein),0.133,0.0,1.0
SmallIntestine,Vf (protein)-WS,0.15,0.0,1.0
SmallIntestine,Vf (water),0.792,0.0,1.0
SmallIntestine,Vf (water)-PT,0.718,0.0,1.0
SmallIntestine,Vf (water)-WS,0.78,0.0,1.0
Spleen,Acidic phospholipids [mg/g] - RR,3.18,0.0,1000.0
Spleen,Albumin ratio (tissue/plasma),0.097,0.0,1.0
Spleen,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Spleen,Allometric scale factor,0.75,0.75,0.75
Spleen,Density (tissue),1.0,0.0,
Spleen,Flow fraction via large pores,0.8,0.0,1.0
Spleen,Fluid recirculation flow proportionality factor,0.01,0.0,
Spleen,Fraction interstitial,0.15,0.0,1.0
Spleen,Fraction of blood for sampling,1.0,0.0,1.0
Spleen,Fraction vascular,0.33,0.0,1.0
Spleen,Hydraulic conductivity,3.88888888888889e-11,0.0,
Spleen,Lipoprotein ratio (tissue/plasma),0.207,0.0,1.0
Spleen,Lymph flow proportionality factor,0.0199,0.0,
Spleen,Organ volume mouse,0.0001,0.0,
Spleen,Radius (large pores),3.3e-7,0.0,
Spleen,Radius (small pores),9.0e-8,0.0,
Spleen,Vf (acidic phospholipids)-WS,0.003,0.0,1.0
Spleen,Vf (extracellular water)-RR,0.207,0.0,1.0
Spleen,Vf (intracellular water)-RR,0.355,0.0,1.0
Spleen,Vf (lipid),0.016,0.0,1.0
Spleen,Vf (neutral lipid)-PT,0.0201,0.0,1.0
Spleen,Vf (neutral lipid)-RR,0.0071,0.0,1.0
Spleen,Vf (neutral lipid)-WS,0.006,0.0,1.0
Spleen,Vf (neutral phospholipid)-RR,0.0107,0.0,1.0
Spleen,"Vf (neutral phospholipid, plasma)-WS",0.0108,0.0,1.0
Spleen,Vf (phospholipid)-PT,0.0198,0.0,1.0
Spleen,Vf (protein),0.194,0.0,1.0
Spleen,Vf (protein)-WS,0.23,0.0,1.0
Spleen,Vf (water),0.778,0.0,1.0
Spleen,Vf (water)-PT,0.788,0.0,1.0
Spleen,Vf (water)-WS,0.75,0.0,1.0
Stomach,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
Stomach,Albumin ratio (tissue/plasma),0.158,0.0,1.0
Stomach,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
Stomach,Allometric scale factor,0.75,0.75,0.75
Stomach,Density (tissue),1.0,0.0,
Stomach,Flow fraction via large pores,0.05,0.0,1.0
Stomach,Fluid recirculation flow proportionality factor,0.96,0.0,
Stomach,Fraction interstitial,0.1,0.0,1.0
Stomach,Fraction of blood for sampling,1.0,0.0,1.0
Stomach,Fraction vascular,0.032,0.0,1.0
Stomach,Fractional steady state fill level,0.030169,0.0,
Stomach,Gastric emptying time,15.0,1.0,10000.0
Stomach,Hydraulic conductivity,3.97222222222222e-11,0.0,
Stomach,Inverse rate of inflow of liquid into stomach,15.0,1.0,10000.0
Stomach,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
Stomach,Lymph flow proportionality factor,0.00204,0.0,
Stomach,Organ volume mouse,0.00011,0.0,
Stomach,Radius (large pores),2.5e-7,0.0,
Stomach,Radius (small pores),4.5e-8,0.0,
Stomach,Thickness of gut wall,0.022668,0.0,
Stomach,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
Stomach,Vf (extracellular water)-RR,0.282,0.0,1.0
Stomach,Vf (intracellular water)-RR,0.456,0.0,1.0
Stomach,Vf (lipid),0.062,0.0,1.0
Stomach,Vf (neutral lipid)-PT,0.0487,0.0,1.0
Stomach,Vf (neutral lipid)-RR,0.0375,0.0,1.0
Stomach,Vf (neutral lipid)-WS,0.0483,0.0,1.0
Stomach,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
Stomach,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
Stomach,Vf (phospholipid)-PT,0.0163,0.0,1.0
Stomach,Vf (protein),0.133,0.0,1.0
Stomach,Vf (protein)-WS,0.15,0.0,1.0
Stomach,Vf (water),0.792,0.0,1.0
Stomach,Vf (water)-PT,0.718,0.0,1.0
Stomach,Vf (water)-WS,0.78,0.0,1.0
Stomach,pH in fasted state,2.0,0.0,14.0
Stomach,pH in fed state,5.5,0.0,14.0
UpperIleum,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
UpperIleum,Albumin ratio (tissue/plasma),0.158,0.0,1.0
UpperIleum,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
UpperIleum,Density (tissue),1.0,0.0,
UpperIleum,Effective surface area enhancement factor,260.7527,0.0,
UpperIleum,Flow fraction via large pores,0.05,0.0,1.0
UpperIleum,Fraction interstitial,0.31,0.0,1.0
UpperIleum,Fraction mucosa,0.13,0.0,1.0
UpperIleum,Fraction of blood for sampling,1.0,0.0,1.0
UpperIleum,Fraction of regional blood flow rate,0.2345,0.0,
UpperIleum,Fraction vascular,0.13,0.0,1.0
UpperIleum,Fractional steady state fill level,0.064841,0.0,
UpperIleum,Hydraulic conductivity,1.53888888888889e-10,0.0,
UpperIleum,Intestinal transit rate,3.3745,0.0,
UpperIleum,L_p0,-0.0996435866,,
UpperIleum,L_p1,0.445576869,,
UpperIleum,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
UpperIleum,Microvilli factor,25.0,0.0,
UpperIleum,Radius (large pores),2.5e-7,0.0,
UpperIleum,Radius (small pores),4.5e-8,0.0,
UpperIleum,Thickness_p1,-0.0260258863,,
UpperIleum,Thickness_p2,0.061552122,,
UpperIleum,Thickness_p3,-0.30703115,,
UpperIleum,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
UpperIleum,Vf (extracellular water)-RR,0.282,0.0,1.0
UpperIleum,Vf (intracellular water)-RR,0.456,0.0,1.0
UpperIleum,Vf (lipid),0.06,0.0,1.0
UpperIleum,Vf (neutral lipid)-PT,0.0487,0.0,1.0
UpperIleum,Vf (neutral lipid)-RR,0.0375,0.0,1.0
UpperIleum,Vf (neutral lipid)-WS,0.0483,0.0,1.0
UpperIleum,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
UpperIleum,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
UpperIleum,Vf (phospholipid)-PT,0.0163,0.0,1.0
UpperIleum,Vf (protein),0.08,0.0,1.0
UpperIleum,Vf (protein)-WS,0.15,0.0,1.0
UpperIleum,Vf (water),0.8,0.0,1.0
UpperIleum,Vf (water)-PT,0.718,0.0,1.0
UpperIleum,Vf (water)-WS,0.78,0.0,1.0
UpperIleum,pH,7.2083,0.0,14.0
UpperIleum,r1_p0,-0.0018117016,,
UpperIleum,r1_p1,0.008101398,,
UpperIleum,r2_p0,-0.0015528871,,
UpperIleum,r2_p1,0.006944055,,
UpperJejunum,Acidic phospholipids [mg/g] - RR,2.41,0.0,1000.0
UpperJejunum,Albumin ratio (tissue/plasma),0.158,0.0,1.0
UpperJejunum,Albumin ratio (tissue/plasma)-PT,0.5,0.0,1.0
UpperJejunum,Density (tissue),1.0,0.0,
UpperJejunum,Effective surface area enhancement factor,447.9877,0.0,
UpperJejunum,Flow fraction via large pores,0.05,0.0,1.0
UpperJejunum,Fraction interstitial,0.35,0.0,1.0
UpperJejunum,Fraction mucosa,0.26,0.0,1.0
UpperJejunum,Fraction of blood for sampling,1.0,0.0,1.0
UpperJejunum,Fraction of regional blood flow rate,0.219,0.0,
UpperJejunum,Fraction vascular,0.13,0.0,1.0
UpperJejunum,Fractional steady state fill level,0.064841,0.0,
UpperJejunum,Hydraulic conductivity,1.53888888888889e-10,0.0,
UpperJejunum,Intestinal transit rate,5.0162,0.0,
UpperJejunum,L_p0,-0.0670329582,,
UpperJejunum,L_p1,0.299751712,,
UpperJejunum,Lipoprotein ratio (tissue/plasma),0.141,0.0,1.0
UpperJejunum,Microvilli factor,25.0,0.0,
UpperJejunum,Radius (large pores),2.5e-7,0.0,
UpperJejunum,Radius (small pores),4.5e-8,0.0,
UpperJejunum,Thickness_p1,-0.024936327,,
UpperJejunum,Thickness_p2,0.0589752766,,
UpperJejunum,Thickness_p3,-0.30703115,,
UpperJejunum,Vf (acidic phospholipids)-WS,0.0035,0.0,1.0
UpperJejunum,Vf (extracellular water)-RR,0.282,0.0,1.0
UpperJejunum,Vf (intracellular water)-RR,0.456,0.0,1.0
UpperJejunum,Vf (lipid),0.06,0.0,1.0
UpperJejunum,Vf (neutral lipid)-PT,0.0487,0.0,1.0
UpperJejunum,Vf (neutral lipid)-RR,0.0375,0.0,1.0
UpperJejunum,Vf (neutral lipid)-WS,0.0483,0.0,1.0
UpperJejunum,Vf (neutral phospholipid)-RR,0.0124,0.0,1.0
UpperJejunum,"Vf (neutral phospholipid, plasma)-WS",0.0182,0.0,1.0
UpperJejunum,Vf (phospholipid)-PT,0.0163,0.0,1.0
UpperJejunum,Vf (protein),0.08,0.0,1.0
UpperJejunum,Vf (protein)-WS,0.15,0.0,1.0
UpperJejunum,Vf (water),0.8,0.0,1.0
UpperJejunum,Vf (water)-PT,0.718,0.0,1.0
UpperJejunum,Vf (water)-WS,0.78,0.0,1.0
UpperJejunum,pH,6.25,0.0,14.0
UpperJejunum,r1_p0,-0.0020705161,,
UpperJejunum,r1_p1,0.00925874,,
UpperJejunum,r2_p0,-0.0019411088,,
UpperJejunum,r2_p1,0.008680069,,
VenousBlood,Allometric scale factor,0.75,0.75,0.75
VenousBlood,Density (tissue),1.0,0.0,
VenousBlood,Fraction vascular,1.0,0.0,1.0
VenousBlood_UmbilicalCord,Allometric scale factor,0.75,0.75,0.75
VenousBlood_UmbilicalCord,Density (tissue),1.0,0.0,
